event_id,team_id,player_id,card_id,card_name,team_name,player_name,match_id,season_id,competition_id,season_name,competition_name
cb34fd9f-9c10-49c7-b26a-51b3054ab1cb,322,6712,7,Yellow Card,Eibar,Gonzalo Escalante,303731,42,11,2019/2020,La Liga
2d24a011-894e-4d9e-afdc-1cb02ff2b83f,46,17727,7,Yellow Card,Wolverhampton Wanderers,Ioan Viorel Ganea,3749052,44,2,2003/2004,Premier League
da9341a1-4e2c-4f14-8beb-95e3f4a48ca8,38,11348,7,Yellow Card,Tottenham Hotspur,Robbie Keane,3749068,44,2,2003/2004,Premier League
dd8926a6-8980-403b-8c18-aec2743d178d,59,40361,7,Yellow Card,Aston Villa,Mark Anthony Delaney,3749133,44,2,2003/2004,Premier League
aa810b74-0d05-4e2a-b781-ce0e17a1521a,36,40217,7,Yellow Card,Manchester City,Trevor Sinclair,3749233,44,2,2003/2004,Premier League
18266c13-c050-4996-8543-68009ce04eed,1,12529,7,Yellow Card,Arsenal,Ashley Cole,3749233,44,2,2003/2004,Premier League
7ccff695-8bd8-4c51-87c1-773540787e38,1,26014,7,Yellow Card,Arsenal,Eduardo César Daude Gaspar,3749233,44,2,2003/2004,Premier League
2288bcf1-3e82-4f5a-96d8-68965a7be3cf,36,15519,5,Red Card,Manchester City,Nicolas Anelka,3749233,44,2,2003/2004,Premier League
146ad166-f011-47a8-b9fd-d4f2cddf4fef,328,21540,7,Yellow Card,Bolton Wanderers,Kevin Nolan,3749278,44,2,2003/2004,Premier League
2f95cdae-bbea-41f3-8268-ff02f2aa9f99,101,38557,7,Yellow Card,Leeds United,David Batty,3749346,44,2,2003/2004,Premier League
e08056c4-b9bf-4943-ab36-66ae853f12b7,98,40352,7,Yellow Card,Blackburn Rovers,Barry Ferguson,3749360,44,2,2003/2004,Premier League
b6d9a116-1f0e-4805-affa-042dedf73604,1,40222,7,Yellow Card,Arsenal,Laureano Bisan-Etame Mayer,3749448,44,2,2003/2004,Premier League
d3a9f326-3abb-4fda-9505-c2e9c66b2afb,1,15754,7,Yellow Card,Arsenal,Fredrik Ljungberg,3749454,44,2,2003/2004,Premier League
7e139fbc-9238-41a6-8b82-5794d5eed948,36,24758,7,Yellow Card,Manchester City,Michael Tarnat,3749454,44,2,2003/2004,Premier League
4b8f5ba3-7ca9-4b60-bec0-fe6bb64c9540,1,15515,7,Yellow Card,Arsenal,Patrick Vieira,3749522,44,2,2003/2004,Premier League
0878f5cc-05e4-401f-a9ff-6153dfe374c7,1,15515,6,Second Yellow,Arsenal,Patrick Vieira,3749552,44,2,2003/2004,Premier League
aa333d46-38e0-437c-87e4-14c3cbdde554,22,38556,7,Yellow Card,Leicester City,Leslie Ferdinand,3749590,44,2,2003/2004,Premier League
02345729-69cf-44f8-9ef5-98d1b7158aa4,1,20015,7,Yellow Card,Arsenal,Jens Lehmann,3749590,44,2,2003/2004,Premier League
6ef35003-4085-4af3-bc50-7502a9159427,1,24972,7,Yellow Card,Arsenal,Ray Parlour,3749603,44,2,2003/2004,Premier League
dbdd8bf8-0e58-4bfd-8470-351c2227d2e1,55,40412,7,Yellow Card,Fulham,Sean Davis,3749603,44,2,2003/2004,Premier League
92cd37e5-ab6c-4db7-9018-9bb8e539b450,25,40441,7,Yellow Card,Southampton,Michael Lennart Svensson,3749631,44,2,2003/2004,Premier League
36ef61c5-914e-49c0-b01e-f59e990fd4f2,25,40438,7,Yellow Card,Southampton,Antti Mikko Niemi,3749631,44,2,2003/2004,Premier League
03fc1540-ea5e-4494-926d-b00cd1f17c46,217,6826,7,Yellow Card,Barcelona,Clément Lenglet,3764661,90,11,2020/2021,La Liga
c7529a07-6c0a-4039-8ea6-a9dc1769bdce,217,5211,7,Yellow Card,Barcelona,Jordi Alba Ramos,3773372,90,11,2020/2021,La Liga
1d2acac5-79ce-46f5-9031-bef0a09b0182,217,5211,7,Yellow Card,Barcelona,Jordi Alba Ramos,3773377,90,11,2020/2021,La Liga
462c64d1-a6cd-477c-93d2-2c7b02ab336d,217,5503,7,Yellow Card,Barcelona,Lionel Andrés Messi Cuccittini,3773386,90,11,2020/2021,La Liga
4998bcbb-755b-4b90-9137-8737a73d0cb4,221,32673,7,Yellow Card,Levante UD,Jorge De Frutos Sebastián,3773387,90,11,2020/2021,La Liga
23a2ba00-d4c7-4989-b64a-64f53a881893,215,6877,7,Yellow Card,Athletic Club,Yeray Álvarez López,3773403,90,11,2020/2021,La Liga
fc39edb8-feea-461e-99a9-a8a2d6eeba7f,217,5211,7,Yellow Card,Barcelona,Jordi Alba Ramos,3773403,90,11,2020/2021,La Liga
7ea998bc-da97-4ebc-b3f9-7f5b19a6097f,552,6908,7,Yellow Card,Cádiz,Iván Alejo Peralta,3773415,90,11,2020/2021,La Liga
6ab19276-0a3c-44c0-976a-246eda0963d9,217,5213,7,Yellow Card,Barcelona,Gerard Piqué Bernabéu,3773466,90,11,2020/2021,La Liga
dc3a1acb-62df-4a7b-8562-812729bf91d1,217,5211,7,Yellow Card,Barcelona,Jordi Alba Ramos,3773466,90,11,2020/2021,La Liga
7ca8c83f-5c70-4a47-8a11-a9d2164f01e0,901,11302,7,Yellow Card,Real Valladolid,Jordi Masip López,3773474,90,11,2020/2021,La Liga
0076674d-7a50-41d3-8ec5-8269952bde58,217,5211,7,Yellow Card,Barcelona,Jordi Alba Ramos,3773497,90,11,2020/2021,La Liga
9b5c24f9-74d1-431c-a9f6-943ab408dff5,217,5213,7,Yellow Card,Barcelona,Gerard Piqué Bernabéu,3773497,90,11,2020/2021,La Liga
a9231934-5dd3-453c-afc9-825b7d60b779,217,5503,7,Yellow Card,Barcelona,Lionel Andrés Messi Cuccittini,3773547,90,11,2020/2021,La Liga
f9f7f9ad-cc8b-428b-b9e9-fb88025c6261,1049,24093,7,Yellow Card,Granada,Luis Javier Suárez Charris,3773565,90,11,2020/2021,La Liga
90603851-71e4-465f-82f1-c2a890da40ee,217,5211,7,Yellow Card,Barcelona,Jordi Alba Ramos,3773585,90,11,2020/2021,La Liga
c48c8cdf-6f81-4fe2-b148-e61fe03d7a4f,217,5503,7,Yellow Card,Barcelona,Lionel Andrés Messi Cuccittini,3773585,90,11,2020/2021,La Liga
004c94c3-d3c1-4ddc-a755-0e61db766120,1049,24134,7,Yellow Card,Granada,Germán Sánchez Barahona,3773586,90,11,2020/2021,La Liga
de1ea5c0-6f30-4b4d-b862-1e51edc9486d,217,6379,7,Yellow Card,Barcelona,Sergi Roberto Carnicer,3773587,90,11,2020/2021,La Liga
f1007a5c-60c8-40d8-b9e9-1ef4d7b41521,216,7104,7,Yellow Card,Getafe,Mathías Olivera Miramontes,3773587,90,11,2020/2021,La Liga
d9255e3b-8c8c-44dd-8e21-84793ba1ad31,217,5477,7,Yellow Card,Barcelona,Ousmane Dembélé,3773625,90,11,2020/2021,La Liga
7d79b606-ddcf-43a3-a9f6-576b1a861738,212,6376,7,Yellow Card,Atlético Madrid,Stefan Savić,3773656,90,11,2020/2021,La Liga
91ea8068-5a65-4bf3-a740-dcf8702917c7,222,7030,7,Yellow Card,Villarreal,Raúl Albiol i Tortajada,3773689,90,11,2020/2021,La Liga
758d92b2-3c05-4f19-af7f-3c7b4f082e11,217,43728,7,Yellow Card,Barcelona,Óscar Mingueza García,3773689,90,11,2020/2021,La Liga
88f34a45-96cf-4c20-9b0d-bb1d0ddf793f,217,20055,7,Yellow Card,Barcelona,Marc-André ter Stegen,3773695,90,11,2020/2021,La Liga
