player_id,match_id,first_half_start_time,first_half_end_time,first_half_start_reason,first_half_end_reason,second_half_start_time,second_half_end_time,second_half_start_reason,second_half_end_reason
5211,303479,00:00,89:36,Starting XI,Tactical Shift,89:36,,Tactical Shift,Final Whistle
5213,303479,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
5470,303479,00:00,73:25,Starting XI,Substitution - Off (Tactical),00:00,73:25,Starting XI,Substitution - Off (Tactical)
5487,303479,00:00,84:38,Starting XI,Substitution - Off (Tactical),00:00,84:38,Starting XI,Substitution - Off (Tactical)
5492,303479,,,,,,,,
5503,303479,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6374,303479,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6590,303479,,,,,,,,
6826,303479,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
8118,303479,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
8206,303479,73:25,,Substitution - On (Tactical),Final Whistle,73:25,,Substitution - On (Tactical),Final Whistle
17304,303479,87:58,89:36,Substitution - On (Tactical),Tactical Shift,89:36,,Tactical Shift,Final Whistle
20055,303479,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
24841,303479,,,,,,,,
24949,303479,,,,,,,,
30756,303479,84:38,86:51,Substitution - On (Tactical),Tactical Shift,89:36,,Tactical Shift,Final Whistle
4558,303487,00:00,80:42,Starting XI,Substitution - Off (Tactical),00:00,80:42,Starting XI,Substitution - Off (Tactical)
5217,303487,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
5516,303487,00:00,63:59,Starting XI,Substitution - Off (Tactical),00:00,63:59,Starting XI,Substitution - Off (Tactical)
6609,303487,75:52,,Substitution - On (Tactical),Final Whistle,75:52,,Substitution - On (Tactical),Final Whistle
6776,303487,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6795,303487,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6798,303487,00:00,75:52,Starting XI,Substitution - Off (Tactical),00:00,75:52,Starting XI,Substitution - Off (Tactical)
6799,303487,63:59,,Substitution - On (Tactical),Final Whistle,63:59,,Substitution - On (Tactical),Final Whistle
6805,303487,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6884,303487,,,,,,,,
11388,303487,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
11389,303487,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
12555,303487,,,,,,,,
16555,303487,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
17804,303487,,,,,,,,
24273,303487,,,,,,,,
24730,303487,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
30294,303487,80:42,,Substitution - On (Tactical),Final Whistle,80:42,,Substitution - On (Tactical),Final Whistle
5203,303487,22:12,22:13,Substitution - On (Injury),Tactical Shift,22:13,,Tactical Shift,Final Whistle
5213,303487,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
5246,303487,72:28,72:54,Substitution - On (Tactical),Tactical Shift,72:54,,Tactical Shift,Final Whistle
5470,303487,,,,,,,,
5477,303487,45:00,45:27,Substitution - On (Tactical),Tactical Shift,72:54,,Tactical Shift,Final Whistle
5487,303487,00:00,45:27,Starting XI,Tactical Shift,45:27,72:28,Tactical Shift,Substitution - Off (Tactical)
5492,303487,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
5503,303487,00:00,45:27,Starting XI,Tactical Shift,72:54,,Tactical Shift,Final Whistle
6374,303487,00:00,22:12,Starting XI,Substitution - Off (Injury),00:00,22:12,Starting XI,Substitution - Off (Injury)
6379,303487,00:00,22:13,Starting XI,Tactical Shift,22:13,,Tactical Shift,Final Whistle
6590,303487,,,,,,,,
6826,303487,,,,,,,,
8118,303487,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
8206,303487,,,,,,,,
11392,303487,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
17304,303487,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
20055,303487,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
30756,303487,00:00,45:00,Starting XI,Substitution - Off (Tactical),00:00,45:00,Starting XI,Substitution - Off (Tactical)
4447,303493,84:43,,Substitution - On (Tactical),Final Whistle,84:43,,Substitution - On (Tactical),Final Whistle
5203,303493,00:00,64:01,Starting XI,Substitution - Off (Tactical),00:00,64:01,Starting XI,Substitution - Off (Tactical)
5211,303493,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
5213,303493,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
5246,303493,00:00,84:43,Starting XI,Substitution - Off (Tactical),00:00,84:43,Starting XI,Substitution - Off (Tactical)
5470,303493,64:01,,Substitution - On (Tactical),Final Whistle,64:01,,Substitution - On (Tactical),Final Whistle
5487,303493,00:00,64:11,Starting XI,Substitution - Off (Tactical),00:00,64:11,Starting XI,Substitution - Off (Tactical)
5492,303493,,,,,,,,
5503,303493,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6374,303493,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6590,303493,,,,,,,,
6826,303493,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
8206,303493,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
11392,303493,00:00,55:13,Starting XI,Substitution - Off (Tactical),00:00,55:13,Starting XI,Substitution - Off (Tactical)
17304,303493,,,,,,,,
20055,303493,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
24841,303493,55:13,,Substitution - On (Tactical),Final Whistle,55:13,,Substitution - On (Tactical),Final Whistle
24949,303493,,,,,,,,
30756,303493,64:11,,Substitution - On (Tactical),Final Whistle,64:11,,Substitution - On (Tactical),Final Whistle
32480,303493,,,,,,,,
37237,303493,,,,,,,,
41122,303493,,,,,,,,
41543,303493,,,,,,,,
6387,303493,00:00,56:55,Starting XI,Substitution - Off (Tactical),00:00,56:55,Starting XI,Substitution - Off (Tactical)
6389,303493,,,,,,,,
6391,303493,77:56,,Substitution - On (Tactical),Final Whistle,77:56,,Substitution - On (Tactical),Final Whistle
6392,303493,00:00,68:58,Starting XI,Substitution - Off (Tactical),00:00,68:58,Starting XI,Substitution - Off (Tactical)
6393,303493,00:00,68:59,Starting XI,Substitution - Off (Tactical),00:00,68:59,Starting XI,Substitution - Off (Tactical)
6397,303493,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6649,303493,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6662,303493,,,,,,,,
6665,303493,,,,,,,,
6667,303493,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6699,303493,68:58,,Substitution - On (Tactical),Final Whistle,68:58,,Substitution - On (Tactical),Final Whistle
6775,303493,56:52,,Substitution - On (Tactical),Final Whistle,56:52,,Substitution - On (Tactical),Final Whistle
6789,303493,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6842,303493,56:55,,Substitution - On (Tactical),Final Whistle,56:55,,Substitution - On (Tactical),Final Whistle
6877,303493,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
8540,303493,,,,,,,,
11746,303493,00:00,56:52,Starting XI,Substitution - Off (Tactical),00:00,56:52,Starting XI,Substitution - Off (Tactical)
11748,303493,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
30225,303493,00:00,77:56,Starting XI,Substitution - Off (Tactical),00:00,77:56,Starting XI,Substitution - Off (Tactical)
30715,303493,,,,,,,,
32953,303493,68:59,,Substitution - On (Tactical),Final Whistle,68:59,,Substitution - On (Tactical),Final Whistle
35473,303493,,,,,,,,
41542,303493,,,,,,,,
5203,303504,63:34,64:11,Substitution - On (Tactical),Tactical Shift,66:09,,Tactical Shift,Final Whistle
5211,303504,,,,,,,,
5213,303504,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
5246,303504,00:00,39:58,Starting XI,Substitution - Off (Tactical),00:00,39:58,Starting XI,Substitution - Off (Tactical)
5470,303504,,,,,,,,
5487,303504,00:00,39:59,Starting XI,Tactical Shift,66:09,,Tactical Shift,Final Whistle
5503,303504,00:00,39:59,Starting XI,Tactical Shift,66:09,,Tactical Shift,Final Whistle
6374,303504,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6379,303504,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6590,303504,,,,,,,,
6826,303504,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
8118,303504,00:00,64:11,Starting XI,Tactical Shift,64:11,,Tactical Shift,Final Whistle
8206,303504,00:00,63:34,Starting XI,Substitution - Off (Tactical),00:00,63:34,Starting XI,Substitution - Off (Tactical)
11392,303504,00:00,66:00,Starting XI,Substitution - Off (Tactical),00:00,66:00,Starting XI,Substitution - Off (Tactical)
11532,303504,,,,,,,,
20055,303504,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
25006,303504,39:58,39:59,Substitution - On (Tactical),Tactical Shift,66:09,,Tactical Shift,Final Whistle
30756,303504,66:00,66:09,Substitution - On (Tactical),Tactical Shift,66:09,,Tactical Shift,Final Whistle
6592,303504,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6668,303504,00:00,81:51,Starting XI,Substitution - Off (Tactical),00:00,81:51,Starting XI,Substitution - Off (Tactical)
6672,303504,,,,,,,,
6680,303504,61:26,64:56,Substitution - On (Tactical),Tactical Shift,91:06,,Tactical Shift,Final Whistle
6682,303504,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6684,303504,,,,,,,,
6688,303504,00:00,64:56,Starting XI,Tactical Shift,64:56,87:03,Tactical Shift,Substitution - Off (Tactical)
6782,303504,00:00,61:26,Starting XI,Substitution - Off (Tactical),00:00,61:26,Starting XI,Substitution - Off (Tactical)
6796,303504,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6809,303504,87:03,91:06,Substitution - On (Tactical),Tactical Shift,91:06,,Tactical Shift,Final Whistle
11669,303504,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
11676,303504,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
12020,303504,,,,,,,,
17303,303504,81:51,91:06,Substitution - On (Tactical),Tactical Shift,91:06,,Tactical Shift,Final Whistle
21147,303504,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
23344,303504,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
23948,303504,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
38251,303504,,,,,,,,
4447,303516,68:01,,Substitution - On (Tactical),Final Whistle,68:01,,Substitution - On (Tactical),Final Whistle
5211,303516,00:00,80:15,Starting XI,Substitution - Off (Tactical),00:00,80:15,Starting XI,Substitution - Off (Tactical)
5213,303516,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
5246,303516,00:00,80:21,Starting XI,Substitution - Off (Tactical),00:00,80:21,Starting XI,Substitution - Off (Tactical)
5470,303516,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
5487,303516,80:21,,Substitution - On (Tactical),Final Whistle,80:21,,Substitution - On (Tactical),Final Whistle
5492,303516,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
5503,303516,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6374,303516,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6590,303516,,,,,,,,
6826,303516,,,,,,,,
8206,303516,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
11392,303516,85:16,,Substitution - On (Tactical),Final Whistle,85:16,,Substitution - On (Tactical),Final Whistle
17304,303516,80:15,,Substitution - On (Tactical),Final Whistle,80:15,,Substitution - On (Tactical),Final Whistle
20055,303516,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
24841,303516,00:00,85:16,Starting XI,Substitution - Off (Tactical),00:00,85:16,Starting XI,Substitution - Off (Tactical)
24949,303516,,,,,,,,
30756,303516,00:00,68:01,Starting XI,Substitution - Off (Tactical),00:00,68:01,Starting XI,Substitution - Off (Tactical)
32480,303516,,,,,,,,
37237,303516,,,,,,,,
41122,303516,,,,,,,,
41543,303516,,,,,,,,
41641,303516,,,,,,,,
4558,303516,,,,,,,,
5194,303516,00:00,60:08,Starting XI,Substitution - Off (Tactical),00:00,60:08,Starting XI,Substitution - Off (Tactical)
5217,303516,00:00,80:15,Starting XI,Tactical Shift,80:15,,Tactical Shift,Final Whistle
6310,303516,59:04,60:15,Substitution - On (Tactical),Tactical Shift,80:15,,Tactical Shift,Final Whistle
6585,303516,72:18,,Substitution - On (Tactical),Final Whistle,72:18,,Substitution - On (Tactical),Final Whistle
6594,303516,80:14,80:15,Substitution - On (Tactical),Tactical Shift,80:15,,Tactical Shift,Final Whistle
6609,303516,00:00,80:15,Starting XI,Tactical Shift,80:15,,Tactical Shift,Final Whistle
6724,303516,60:08,80:15,Substitution - On (Tactical),Tactical Shift,80:15,,Tactical Shift,Final Whistle
6795,303516,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6799,303516,00:00,59:04,Starting XI,Substitution - Off (Tactical),00:00,59:04,Starting XI,Substitution - Off (Tactical)
6998,303516,59:15,60:15,Substitution - On (Tactical),Tactical Shift,60:15,,Tactical Shift,Final Whistle
11388,303516,00:00,72:18,Starting XI,Substitution - Off (Tactical),00:00,72:18,Starting XI,Substitution - Off (Tactical)
12555,303516,00:00,59:15,Starting XI,Substitution - Off (Tactical),00:00,59:15,Starting XI,Substitution - Off (Tactical)
16555,303516,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
22029,303516,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
24273,303516,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
25014,303516,,,,,,,,
28194,303516,,,,,,,,
30294,303516,,,,,,,,
32815,303516,,,,,,,,
35000,303516,,,,,,,,
40890,303516,,,,,,,,
41116,303516,00:00,80:14,Starting XI,Substitution - Off (Tactical),00:00,80:14,Starting XI,Substitution - Off (Tactical)
3265,303517,70:01,,Substitution - On (Tactical),Final Whistle,70:01,,Substitution - On (Tactical),Final Whistle
3513,303517,85:42,,Substitution - On (Tactical),Final Whistle,85:42,,Substitution - On (Tactical),Final Whistle
6400,303517,00:00,85:42,Starting XI,Substitution - Off (Tactical),00:00,85:42,Starting XI,Substitution - Off (Tactical)
6565,303517,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6612,303517,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6615,303517,,,,,,,,
6618,303517,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6626,303517,00:00,70:01,Starting XI,Substitution - Off (Tactical),00:00,70:01,Starting XI,Substitution - Off (Tactical)
6629,303517,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6632,303517,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6636,303517,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6732,303517,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6923,303517,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6935,303517,,,,,,,,
9748,303517,,,,,,,,
24049,303517,52:54,,Substitution - On (Tactical),Final Whistle,52:54,,Substitution - On (Tactical),Final Whistle
24078,303517,00:00,52:54,Starting XI,Substitution - Off (Tactical),00:00,52:54,Starting XI,Substitution - Off (Tactical)
30760,303517,,,,,,,,
5203,303517,00:00,78:52,Starting XI,Substitution - Off (Tactical),00:00,78:52,Starting XI,Substitution - Off (Tactical)
5211,303517,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
5213,303517,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
5246,303517,00:00,84:38,Starting XI,Substitution - Off (Tactical),00:00,84:38,Starting XI,Substitution - Off (Tactical)
5470,303517,,,,,,,,
5487,303517,00:00,86:38,Starting XI,Tactical Shift,86:38,,Tactical Shift,Final Whistle
5492,303517,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
5503,303517,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6374,303517,84:39,,Substitution - On (Tactical),Final Whistle,84:39,,Substitution - On (Tactical),Final Whistle
6379,303517,00:00,84:39,Starting XI,Substitution - Off (Tactical),00:00,84:39,Starting XI,Substitution - Off (Tactical)
6590,303517,,,,,,,,
6826,303517,,,,,,,,
8118,303517,78:52,,Substitution - On (Tactical),Final Whistle,78:52,,Substitution - On (Tactical),Final Whistle
8206,303517,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
13599,303517,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
17304,303517,,,,,,,,
20055,303517,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
25006,303517,84:38,86:38,Substitution - On (Tactical),Tactical Shift,86:38,,Tactical Shift,Final Whistle
3245,303524,72:50,,Substitution - On (Tactical),Final Whistle,72:50,,Substitution - On (Tactical),Final Whistle
3308,303524,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
3477,303524,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
5199,303524,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
5575,303524,00:00,86:55,Starting XI,Substitution - Off (Tactical),00:00,86:55,Starting XI,Substitution - Off (Tactical)
5696,303524,,,,,,,,
6377,303524,00:00,72:50,Starting XI,Substitution - Off (Tactical),00:00,72:50,Starting XI,Substitution - Off (Tactical)
6378,303524,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6381,303524,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6383,303524,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6654,303524,,,,,,,,
6790,303524,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6840,303524,,,,,,,,
6841,303524,65:42,,Substitution - On (Tactical),Final Whistle,65:42,,Substitution - On (Tactical),Final Whistle
11167,303524,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
12041,303524,00:00,65:42,Starting XI,Substitution - Off (Tactical),00:00,65:42,Starting XI,Substitution - Off (Tactical)
26532,303524,86:55,,Substitution - On (Tactical),Final Whistle,86:55,,Substitution - On (Tactical),Final Whistle
34532,303524,,,,,,,,
5213,303524,00:00,79:05,Starting XI,Player Off,79:54,82:02,Player On,Substitution - Off (Injury)
5246,303524,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
5470,303524,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
5487,303524,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
5492,303524,82:02,,Substitution - On (Injury),Final Whistle,82:02,,Substitution - On (Injury),Final Whistle
5503,303524,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
5674,303524,,,,,,,,
6379,303524,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6590,303524,,,,,,,,
6826,303524,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
8118,303524,00:00,28:25,Starting XI,Tactical Shift,76:23,,Tactical Shift,Final Whistle
8206,303524,73:01,76:23,Substitution - On (Tactical),Tactical Shift,76:23,,Tactical Shift,Final Whistle
11392,303524,00:00,28:25,Starting XI,Tactical Shift,28:25,73:01,Tactical Shift,Substitution - Off (Tactical)
13599,303524,,,,,,,,
17304,303524,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
20055,303524,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
25006,303524,,,,,,,,
30756,303524,,,,,,,,
3139,303532,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
3246,303532,70:09,,Substitution - On (Tactical),Final Whistle,70:09,,Substitution - On (Tactical),Final Whistle
3610,303532,00:00,45:00,Starting XI,Substitution - Off (Tactical),00:00,45:00,Starting XI,Substitution - Off (Tactical)
5830,303532,,,,,,,,
6569,303532,,,,,,,,
6580,303532,00:00,45:00,Starting XI,Tactical Shift,62:24,84:43,Tactical Shift,Substitution - Off (Tactical)
6598,303532,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6599,303532,00:00,45:00,Starting XI,Tactical Shift,62:24,,Tactical Shift,Final Whistle
6602,303532,00:00,45:00,Starting XI,Tactical Shift,45:00,70:09,Tactical Shift,Substitution - Off (Tactical)
6606,303532,00:00,45:00,Starting XI,Tactical Shift,45:00,62:24,Tactical Shift,Substitution - Off (Tactical)
6610,303532,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6756,303532,,,,,,,,
6851,303532,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6885,303532,70:03,,Substitution - On (Tactical),Final Whistle,70:03,,Substitution - On (Tactical),Final Whistle
11332,303532,62:24,62:24,Tactical Shift,Substitution - On (Tactical),62:24,,Substitution - On (Tactical),Final Whistle
11730,303532,00:00,70:03,Starting XI,Substitution - Off (Tactical),00:00,70:03,Starting XI,Substitution - Off (Tactical)
16024,303532,45:00,45:00,Tactical Shift,Substitution - On (Tactical),49:08,,Tactical Shift,Final Whistle
17818,303532,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
22418,303532,84:43,,Substitution - On (Tactical),Final Whistle,84:43,,Substitution - On (Tactical),Final Whistle
23921,303532,,,,,,,,
30798,303532,,,,,,,,
37006,303532,,,,,,,,
41291,303532,,,,,,,,
4447,303532,,,,,,,,
5203,303532,00:00,62:21,Starting XI,Substitution - Off (Tactical),00:00,62:21,Starting XI,Substitution - Off (Tactical)
5213,303532,00:00,57:58,Starting XI,Player Off,59:29,72:29,Player On,Substitution - Off (Tactical)
5246,303532,53:11,,Substitution - On (Tactical),Final Whistle,53:11,,Substitution - On (Tactical),Final Whistle
5470,303532,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
5487,303532,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
5492,303532,72:29,,Substitution - On (Tactical),Final Whistle,72:29,,Substitution - On (Tactical),Final Whistle
5503,303532,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6374,303532,52:57,,Substitution - On (Tactical),Final Whistle,52:57,,Substitution - On (Tactical),Final Whistle
6379,303532,00:00,52:57,Starting XI,Substitution - Off (Tactical),00:00,52:57,Starting XI,Substitution - Off (Tactical)
6590,303532,,,,,,,,
6826,303532,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
8118,303532,,,,,,,,
8206,303532,62:21,,Substitution - On (Tactical),Final Whistle,62:21,,Substitution - On (Tactical),Final Whistle
11392,303532,00:00,72:23,Starting XI,Substitution - Off (Tactical),00:00,72:23,Starting XI,Substitution - Off (Tactical)
17304,303532,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
20055,303532,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
24841,303532,72:23,,Substitution - On (Tactical),Final Whistle,72:23,,Substitution - On (Tactical),Final Whistle
24949,303532,,,,,,,,
30756,303532,00:00,53:11,Starting XI,Substitution - Off (Tactical),00:00,53:11,Starting XI,Substitution - Off (Tactical)
32480,303532,,,,,,,,
37237,303532,,,,,,,,
41122,303532,,,,,,,,
3122,303548,83:48,83:56,Substitution - On (Tactical),Tactical Shift,83:56,,Tactical Shift,Final Whistle
7361,303548,,,,,,,,
8654,303548,00:00,83:55,Starting XI,Substitution - Off (Tactical),00:00,83:55,Starting XI,Substitution - Off (Tactical)
8689,303548,,,,,,,,
11671,303548,00:00,21:58,Starting XI,Tactical Shift,21:58,45:00,Tactical Shift,Substitution - Off (Tactical)
23986,303548,,,,,,,,
24067,303548,83:55,,Substitution - On (Tactical),Final Whistle,83:55,,Substitution - On (Tactical),Final Whistle
24072,303548,00:00,83:48,Starting XI,Substitution - Off (Tactical),00:00,83:48,Starting XI,Substitution - Off (Tactical)
24079,303548,45:00,,Substitution - On (Tactical),Final Whistle,45:00,,Substitution - On (Tactical),Final Whistle
24083,303548,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
24084,303548,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
24086,303548,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
24087,303548,56:35,,Substitution - On (Tactical),Final Whistle,56:35,,Substitution - On (Tactical),Final Whistle
24088,303548,00:00,21:58,Starting XI,Tactical Shift,83:56,,Tactical Shift,Final Whistle
24089,303548,00:00,45:00,Starting XI,Substitution - Off (Tactical),00:00,45:00,Starting XI,Substitution - Off (Tactical)
24269,303548,00:00,56:35,Starting XI,Substitution - Off (Tactical),00:00,56:35,Starting XI,Substitution - Off (Tactical)
24576,303548,45:00,,Substitution - On (Tactical),Final Whistle,45:00,,Substitution - On (Tactical),Final Whistle
24613,303548,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
25061,303548,,,,,,,,
25595,303548,,,,,,,,
27342,303548,,,,,,,,
30512,303548,,,,,,,,
31090,303548,00:00,83:56,Starting XI,Tactical Shift,83:56,,Tactical Shift,Final Whistle
4447,303548,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
5203,303548,00:00,70:22,Starting XI,Substitution - Off (Tactical),00:00,70:22,Starting XI,Substitution - Off (Tactical)
5211,303548,00:00,85:11,Starting XI,Tactical Shift,85:11,,Tactical Shift,Final Whistle
5213,303548,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
5246,303548,56:44,,Substitution - On (Tactical),Final Whistle,56:44,,Substitution - On (Tactical),Final Whistle
5470,303548,45:00,,Substitution - On (Tactical),Final Whistle,45:00,,Substitution - On (Tactical),Final Whistle
5487,303548,00:00,56:44,Starting XI,Substitution - Off (Tactical),00:00,56:44,Starting XI,Substitution - Off (Tactical)
5492,303548,,,,,,,,
5503,303548,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
6374,303548,70:15,,Substitution - On (Tactical),Final Whistle,70:15,,Substitution - On (Tactical),Final Whistle
6379,303548,00:00,70:15,Starting XI,Substitution - Off (Tactical),00:00,70:15,Starting XI,Substitution - Off (Tactical)
6590,303548,,,,,,,,
8118,303548,00:00,83:50,Starting XI,Substitution - Off (Tactical),00:00,83:50,Starting XI,Substitution - Off (Tactical)
8206,303548,00:00,45:00,Starting XI,Substitution - Off (Tactical),00:00,45:00,Starting XI,Substitution - Off (Tactical)
11392,303548,70:22,,Substitution - On (Tactical),Final Whistle,70:22,,Substitution - On (Tactical),Final Whistle
17304,303548,83:50,85:11,Substitution - On (Tactical),Tactical Shift,85:11,,Tactical Shift,Final Whistle
20055,303548,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
24841,303548,,,,,,,,
24949,303548,,,,,,,,
30756,303548,,,,,,,,
32480,303548,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
37237,303548,,,,,,,,
41122,303548,,,,,,,,
3379,303596,,,,,,,,
3509,303596,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
3804,303596,00:00,,Starting XI,Final Whistle,00:00,,Starting XI,Final Whistle
