event_id,team_id,player_id,replacement_id,replacement_name,outcome_id,outcome_name,team_name,player_name,match_id,season_name,competition_name
081b52d5-67df-4d7b-81e3-3adaebbd3506,215,6390,6842,Iker Muniain Goñi,103,Tactical,Athletic Club,Markel Susaeta Laskurain,16173,2018/2019,La Liga
25da93bb-ac80-457d-b1c5-38b25fc8f7e6,217,8206,13599,Carles Aleña Castillo,103,Tactical,Barcelona,Arturo Erasmo Vidal Pardo,16173,2018/2019,La Liga
78ec4b98-6031-498a-9be5-20b34b8044c6,217,3501,5477,Ousmane Dembélé,103,Tactical,Barcelona,Philippe Coutinho Correia,16173,2018/2019,La Liga
1446954b-a0d3-42ac-996c-2e0fb12eb5c6,217,6826,6332,Thomas Vermaelen,103,Tactical,Barcelona,Clément Lenglet,16173,2018/2019,La Liga
9ad6fd11-5eea-42e7-b267-2e5f9124cd62,215,6393,8540,Kenan Kodro,103,Tactical,Athletic Club,Iñaki Williams Arthuer,16173,2018/2019,La Liga
cab5d9e2-8717-463b-8a8b-d2150bdbedff,217,8668,5246,Luis Alberto Suárez Díaz,103,Tactical,Barcelona,Kevin-Prince Boateng,16182,2018/2019,La Liga
3576ddea-f497-4d8c-865e-ca2eaafd4e72,901,7699,11291,Laureano Antonio Villa Suárez,103,Tactical,Real Valladolid,Daniele Verde,16182,2018/2019,La Liga
0213aecd-af01-482c-86f6-ba11f4c9a5c5,217,5477,3501,Philippe Coutinho Correia,103,Tactical,Barcelona,Ousmane Dembélé,16182,2018/2019,La Liga
70ff335a-f8c2-4ef1-bbe3-9774495f0864,217,13599,5470,Ivan Rakitić,103,Tactical,Barcelona,Carles Aleña Castillo,16182,2018/2019,La Liga
dd55dbf1-7dff-4d5f-b6b9-92a2639a32f2,901,11291,23492,Stiven Ricardo Plaza Castillo,102,Injury,Real Valladolid,Laureano Antonio Villa Suárez,16182,2018/2019,La Liga
addb93e2-720d-4171-a413-403628bbfa6c,901,6760,6742,Sergio Gontán Gallardo,103,Tactical,Real Valladolid,Enes Ünal,16182,2018/2019,La Liga
a8a2df96-e604-48e4-9cef-b607c7c7edde,217,8206,5477,Ousmane Dembélé,103,Tactical,Barcelona,Arturo Erasmo Vidal Pardo,16190,2018/2019,La Liga
2693b32a-bfa3-405e-9882-e8d5325f9403,217,6374,6379,Sergi Roberto Carnicer,103,Tactical,Barcelona,Nélson Cabral Semedo,16190,2018/2019,La Liga
362f46a1-c318-48af-8b27-01cd85667bf4,213,5742,6719,Franco Damián Vázquez,103,Tactical,Sevilla,Gabriel Iván Mercado,16190,2018/2019,La Liga
96d95fd3-47fa-4ff7-9020-2465c94556ed,213,8068,11332,Ibrahim Amadou,102,Injury,Sevilla,Maximilian Wöber,16190,2018/2019,La Liga
5effb384-fd91-48e1-947e-3ab346fe2e68,213,7040,3610,Roque Mesa Quevedo,103,Tactical,Sevilla,Marko Rog,16190,2018/2019,La Liga
41766d63-f93c-449a-90f4-2e71e60784b3,217,3501,13599,Carles Aleña Castillo,103,Tactical,Barcelona,Philippe Coutinho Correia,16190,2018/2019,La Liga
c1c9e1c5-25a1-4c48-819b-a2386474b5bc,220,5574,6773,Federico Santiago Valverde Dipetta,103,Tactical,Real Madrid,Toni Kroos,16196,2018/2019,La Liga
8012b8ac-d7f6-4d77-9ae8-fa1a0419c5ca,220,6399,5719,Marco Asensio Willemsen,103,Tactical,Real Madrid,Gareth Frank Bale,16196,2018/2019,La Liga
7246b999-4c12-466e-92b8-3d9a3e812280,217,11392,8206,Arturo Erasmo Vidal Pardo,103,Tactical,Barcelona,Arthur Henrique Ramos de Oliveira Melo,16196,2018/2019,La Liga
4dba7bff-9c36-47ad-8ebd-f9420fbd8a13,220,5539,4926,Francisco Román Alarcón Suárez,103,Tactical,Real Madrid,Carlos Henrique Casimiro,16196,2018/2019,La Liga
8536f9e6-e256-4be7-b564-336a78e789eb,217,5477,3501,Philippe Coutinho Correia,103,Tactical,Barcelona,Ousmane Dembélé,16196,2018/2019,La Liga
2d31b0a7-4db2-4886-87b3-00ad130f5f60,217,5203,6374,Nélson Cabral Semedo,103,Tactical,Barcelona,Sergio Busquets i Burgos,16196,2018/2019,La Liga
d3faee54-5e81-41f8-ad15-de9a571b3dd8,217,11392,5477,Ousmane Dembélé,103,Tactical,Barcelona,Arthur Henrique Ramos de Oliveira Melo,16205,2018/2019,La Liga
9bda1e81-c25a-41c3-a16e-a496bcec1cca,360,6652,11535,José Ángel Pozo la Rosa,103,Tactical,Rayo Vallecano,Jordi Amat Maas,16205,2018/2019,La Liga
ff261944-8738-4ed9-aef6-fcce053d2092,360,12192,11539,Adrián Embarba Blázquez,103,Tactical,Rayo Vallecano,Álvaro García Rivera,16205,2018/2019,La Liga
6c478c3f-5251-44ab-b031-7876ad3e13d5,217,3501,5470,Ivan Rakitić,103,Tactical,Barcelona,Philippe Coutinho Correia,16205,2018/2019,La Liga
4635cdee-1643-43d8-a131-057578375209,217,5203,3109,Malcom Filipe Silva de Oliveira,103,Tactical,Barcelona,Sergio Busquets i Burgos,16205,2018/2019,La Liga
d46b6464-e789-4372-ac01-90c111f7615d,217,11392,6374,Nélson Cabral Semedo,103,Tactical,Barcelona,Arthur Henrique Ramos de Oliveira Melo,16215,2018/2019,La Liga
2892353e-060b-4764-a7dd-462905d6aa37,218,6651,23522,Emerson Aparecido Leite de Souza Junior,103,Tactical,Real Betis,Joaquín Sánchez Rodríguez,16215,2018/2019,La Liga
