event_id,team_id,player_id,deflection,offensive,save_block,team_name,player_name,match_id,season_id,competition_id,season_name,competition_name
90d10e05-46b2-4a0f-9ba8-d9a04e5bb389,211,6573,,,,Girona,Bernardo José Espinosa Zúñiga,15986,4,11,2018/2019,La Liga
ff557b65-f256-423a-a7a6-c1e75e6fe889,211,6570,,,,Girona,Alejandro Granell Nogué,15986,4,11,2018/2019,La Liga
6884086b-874d-4d90-8dcf-41bf131dbc62,211,6565,,,,Girona,Pere Pons Riera,15986,4,11,2018/2019,La Liga
f6189bb7-991b-4231-b62e-0b702fa4967e,217,5213,False,False,False,Barcelona,Gerard Piqué Bernabéu,15986,4,11,2018/2019,La Liga
39abb4d4-6ce0-4de8-8acb-996a63181a15,211,6565,,,,Girona,Pere Pons Riera,15986,4,11,2018/2019,La Liga
32b88db7-a936-4b3e-b590-0a16878b821b,217,11392,,,,Barcelona,Arthur Henrique Ramos de Oliveira Melo,15986,4,11,2018/2019,La Liga
ee6a52cf-ac91-4403-8b9c-c906bb1d5627,211,6573,,,,Girona,Bernardo José Espinosa Zúñiga,15986,4,11,2018/2019,La Liga
36bd4448-0fdd-4bb7-9544-739a9c420120,217,5203,,,,Barcelona,Sergio Busquets i Burgos,15986,4,11,2018/2019,La Liga
ef7402af-e57f-4756-82bf-d963c2b24185,217,5203,,,,Barcelona,Sergio Busquets i Burgos,15986,4,11,2018/2019,La Liga
54baaa70-8293-49c3-bc82-c64039b159fd,211,6565,True,False,False,Girona,Pere Pons Riera,15986,4,11,2018/2019,La Liga
9b2d4cd8-287e-4716-a26c-1c19138463ae,211,6579,,,,Girona,Pedro Alcalá Guirado,15986,4,11,2018/2019,La Liga
ed46fdc0-2d64-48e0-93be-1b771de7753f,211,6573,,,,Girona,Bernardo José Espinosa Zúñiga,15986,4,11,2018/2019,La Liga
95376513-ddca-456f-b21a-c45869b8ac27,217,5503,,,,Barcelona,Lionel Andrés Messi Cuccittini,15986,4,11,2018/2019,La Liga
cf3a1ea1-1fef-40da-a1b6-938718abe3db,217,6374,,,,Barcelona,Nélson Cabral Semedo,15986,4,11,2018/2019,La Liga
b222b58e-62a1-4e5d-a051-c3256ecbf596,211,6579,,,,Girona,Pedro Alcalá Guirado,15986,4,11,2018/2019,La Liga
d704324c-a273-48ea-ab32-6bb28dd6e07c,211,6578,,,,Girona,Francesc Aday Benítez Caraballo,15986,4,11,2018/2019,La Liga
31d88039-b02e-4f79-a603-b12977ec1273,211,6565,,,,Girona,Pere Pons Riera,15986,4,11,2018/2019,La Liga
2880fbc2-27d1-48b3-92fd-b41f5f0bfbc6,217,5213,,,,Barcelona,Gerard Piqué Bernabéu,15986,4,11,2018/2019,La Liga
a8a1e5b9-f699-47a2-a00f-c76cd87250f4,217,6374,,,,Barcelona,Nélson Cabral Semedo,15986,4,11,2018/2019,La Liga
274555b8-776b-4646-9cb9-04e48171ed28,211,6573,,,,Girona,Bernardo José Espinosa Zúñiga,15986,4,11,2018/2019,La Liga
a1676b14-bd5e-4070-8719-279fc15f4fe8,211,6573,,,,Girona,Bernardo José Espinosa Zúñiga,15986,4,11,2018/2019,La Liga
1bd68a62-f16e-412d-b6e8-c5f8c5434f33,217,5503,,,,Barcelona,Lionel Andrés Messi Cuccittini,15986,4,11,2018/2019,La Liga
10aa56ef-a094-4e74-9333-b90a7cf29f1c,211,6578,,,,Girona,Francesc Aday Benítez Caraballo,15986,4,11,2018/2019,La Liga
f02f5916-2968-455e-954a-b148ff919b0b,217,5211,,,,Barcelona,Jordi Alba Ramos,15986,4,11,2018/2019,La Liga
95d1c773-3e5a-4915-9aa7-11197c4f14f8,211,17276,,,,Girona,Seydou Doumbia,15986,4,11,2018/2019,La Liga
5e9e2af3-c6f2-4787-a46c-395db53cfbe6,211,17276,,,,Girona,Seydou Doumbia,15986,4,11,2018/2019,La Liga
2b1de4c2-1755-4a08-b4b7-960edd9e4a2b,217,5203,,,,Barcelona,Sergio Busquets i Burgos,15998,4,11,2018/2019,La Liga
a8c0afe8-221c-44ea-be53-d555be0f5018,205,6667,,,,Leganés,Mikel Vesga Arruti,15998,4,11,2018/2019,La Liga
d81032b6-667b-41bd-8561-0a0826e991e8,205,6598,,,,Leganés,Unai Bustinza Martínez,15998,4,11,2018/2019,La Liga
ff8bdf4b-e1ad-41e6-8598-14f463f5e467,217,6332,True,False,False,Barcelona,Thomas Vermaelen,15998,4,11,2018/2019,La Liga
3c216d95-209b-410f-9697-ab01f0e27b62,205,16212,,,,Leganés,Óscar Rodríguez Arnaiz,15998,4,11,2018/2019,La Liga
8844f702-ea30-4a99-b76b-cca8d8fad1e6,217,5203,,,,Barcelona,Sergio Busquets i Burgos,15998,4,11,2018/2019,La Liga
45fd64bb-88c6-485e-832f-5a585cb6a275,217,6616,,,,Barcelona,Munir El Haddadi Mohamed,15998,4,11,2018/2019,La Liga
0eb9b89d-0c37-499c-ab38-b9dd1ef4773e,217,6332,,,,Barcelona,Thomas Vermaelen,15998,4,11,2018/2019,La Liga
f7afa74c-edaa-4823-b84d-eb890d0b9b7a,217,3501,,,,Barcelona,Philippe Coutinho Correia,15998,4,11,2018/2019,La Liga
c5b78ac0-7091-427b-be15-86d4a85e327d,217,6332,,,,Barcelona,Thomas Vermaelen,15998,4,11,2018/2019,La Liga
e5b683ff-ebde-4f02-a6e3-aac35dd41ec9,205,6667,,,,Leganés,Mikel Vesga Arruti,15998,4,11,2018/2019,La Liga
67f110d4-65b3-4dd0-8b71-9645f8ca169e,205,6667,,,,Leganés,Mikel Vesga Arruti,15998,4,11,2018/2019,La Liga
1712dce9-e8e5-4f82-bd8e-0a169c485225,205,6667,,,,Leganés,Mikel Vesga Arruti,15998,4,11,2018/2019,La Liga
bc5de4b5-c77e-48f2-b6b9-1386731a8779,205,6667,,,,Leganés,Mikel Vesga Arruti,15998,4,11,2018/2019,La Liga
86f81be3-9e2b-4962-b8a8-a80688db8f0b,205,6301,,,,Leganés,Youssef En-Nesyri,15998,4,11,2018/2019,La Liga
