event_id,team_id,player_id,overrun,nutmeg,outcome_id,outcome_name,no touch,team_name,player_name,match_id,season_name,competition_name
798f2277-cb25-46f7-bbea-b921f25adecb,1,19312,True,False,9,Incomplete,False,Arsenal,Robert Pirès,3749257,2003/2004,Premier League
6cdb1dae-8f7f-4e15-8b3c-41192b7dca9c,1,15516,False,False,8,Complete,False,Arsenal,Thierry Henry,3749257,2003/2004,Premier League
4a0438a8-3b5c-4556-8b11-29abb17b2b64,22,40240,False,False,9,Incomplete,False,Leicester City,Paul Dickov,3749257,2003/2004,Premier League
2e704397-5499-441f-a35f-db2b2aae3d86,22,40243,False,False,8,Complete,False,Leicester City,Frank Mohammed Sinclair,3749257,2003/2004,Premier League
288d40da-ac09-420c-93a2-6e1388b33b53,1,15516,False,False,8,Complete,False,Arsenal,Thierry Henry,3749257,2003/2004,Premier League
2e2d98d7-b500-48d8-ad34-e77b7a5326d9,22,40237,False,False,9,Incomplete,False,Leicester City,James Scowcroft,3749257,2003/2004,Premier League
d5b106cb-5f59-436c-9fbf-4ceb3a0e3419,1,19312,False,False,9,Incomplete,False,Arsenal,Robert Pirès,3749257,2003/2004,Premier League
44f0f20e-501f-4600-a16f-6f733e6d94cd,1,15516,False,False,9,Incomplete,False,Arsenal,Thierry Henry,3749257,2003/2004,Premier League
ae863ce6-f551-48d7-8d3b-c48eafa0244a,1,15516,False,False,9,Incomplete,False,Arsenal,Thierry Henry,3749257,2003/2004,Premier League
bb38610a-1450-44ef-9044-3b3dfd3bf4e6,22,40242,False,False,8,Complete,False,Leicester City,Marcus Bent,3749257,2003/2004,Premier League
981b34b0-9a75-46f5-8450-d07964bfa354,1,15754,False,False,9,Incomplete,False,Arsenal,Fredrik Ljungberg,3749257,2003/2004,Premier League
89de3c60-dbaf-4137-90e8-b64d0e780686,1,19312,False,False,8,Complete,False,Arsenal,Robert Pirès,3749257,2003/2004,Premier League
bc548164-6877-44cf-b2bd-e187c4498512,22,15173,False,False,8,Complete,False,Leicester City,Steffen Freund,3749257,2003/2004,Premier League
8fc4cfa8-19ba-4cb3-935f-124404ee320d,1,15516,False,True,8,Complete,False,Arsenal,Thierry Henry,3749257,2003/2004,Premier League
ce396286-8861-4457-8ec1-e28d19cb4243,1,15516,False,False,9,Incomplete,False,Arsenal,Thierry Henry,3749257,2003/2004,Premier League
85847acf-865b-474b-b394-91c27c051dc6,1,12529,False,False,8,Complete,False,Arsenal,Ashley Cole,3749257,2003/2004,Premier League
f25d7076-ac36-4e48-9875-d1eec28ed4e1,22,40240,False,False,8,Complete,False,Leicester City,Paul Dickov,3749257,2003/2004,Premier League
6124292c-f470-4687-b9ab-80c3002c7c75,1,15515,False,False,9,Incomplete,False,Arsenal,Patrick Vieira,3749257,2003/2004,Premier League
35fa8ba6-2344-4ca9-9570-74b59be92065,1,15042,False,False,8,Complete,False,Arsenal,Dennis Bergkamp,3749257,2003/2004,Premier League
440de628-0217-48a1-9b3f-68483f5d145a,22,40242,False,False,9,Incomplete,False,Leicester City,Marcus Bent,3749257,2003/2004,Premier League
e2a29108-6aff-46d6-bbf1-b5604d7f2360,1,26014,True,False,9,Incomplete,False,Arsenal,Eduardo César Daude Gaspar,3749257,2003/2004,Premier League
2d701dac-241d-4769-b330-1686e29e2872,1,15515,False,False,9,Incomplete,False,Arsenal,Patrick Vieira,3749257,2003/2004,Premier League
a01a4255-3e7a-4309-a460-877419285002,22,40242,False,False,9,Incomplete,False,Leicester City,Marcus Bent,3749257,2003/2004,Premier League
